0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.464863693857407136e-03,-2.943630305114056447e-03,-4.449127243182679492e-03,-5.991832321858929153e-03,-7.578269122560729251e-03,-9.209117845758202359e-03,-1.087744070931924260e-02,-1.256796419054090168e-02,-1.256882066947485888e-02,-1.256941950236561967e-02,-1.289093135461014117e-02,-1.318930967786905752e-02,-1.345025706865449547e-02,-1.366845246575314893e-02,-1.384525074681826166e-02,-1.398558885852779765e-02,-1.409548959912507518e-02,-1.418049472302294715e-02,-1.424484495386773783e-02,-1.429110503954051335e-02,-1.431997339393747612e-02,-1.433010106594703389e-02,-1.431781195787572639e-02,-1.427667366185138460e-02,-1.419691748584634393e-02,-1.406478305730375633e-02,-1.386197941783759782e-02,-1.356563968123545606e-02,-1.314936333928114209e-02,-1.258607868494025089e-02,-1.185321138434868374e-02,-1.093959672504898548e-02,-9.851579369536801398e-03,-8.614105215931021700e-03,-7.264569298927733496e-03,-5.843510753707081666e-03,-4.386580150256227766e-03,-2.919487449512289928e-03,-1.455868273310139413e-03,2.004060102509546976e-06,2.233273435707975713e-06,1.933832128422983362e-06,1.116276922116614142e-06,0.000000000000000000e+00
0.000000000000000000e+00,-2.915859627907087248e-03,-5.860600887705218892e-03,-8.861153119128257691e-03,-1.194007662271244843e-02,-1.511230816716612781e-02,-1.838098237942584201e-02,-2.173294177247551279e-02,-2.513586931655822573e-02,-2.513820051705522446e-02,-2.514008045014181139e-02,-2.580530529610626511e-02,-2.641636610765189103e-02,-2.694358818327928506e-02,-2.737862890508406533e-02,-2.772729270578272454e-02,-2.800194902097788083e-02,-2.821621128377808929e-02,-2.838198231660546064e-02,-2.850811942448668382e-02,-2.859994171107738126e-02,-2.865902787203384802e-02,-2.868295894261475507e-02,-2.866481262868506019e-02,-2.859230312870392893e-02,-2.844654904893151662e-02,-2.820056742819215118e-02,-2.781782207649851485e-02,-2.725153559983115037e-02,-2.644604472607694351e-02,-2.534203608739903774e-02,-2.388744896804142342e-02,-2.205385323753082660e-02,-1.985284714420114047e-02,-1.734047457261468986e-02,-1.460083201240344568e-02,-1.172303088994921215e-02,-8.783425582720886388e-03,-5.835570046839930365e-03,-2.906024010050621033e-03,4.715694594502208473e-06,5.065373225854200110e-06,4.385778072434718143e-06,2.531275512730575146e-06,0.000000000000000000e+00
0.000000000000000000e+00,-4.338043868388603841e-03,-8.721901148122017042e-03,-1.319502024457747114e-02,-1.779529940114243924e-02,-2.255026693894597242e-02,-2.747000273997370068e-02,-3.253799576052437276e-02,-3.770243814600670457e-02,-3.770863431211991107e-02,-3.771457088092520366e-02,-3.877446154762401176e-02,-3.972789417119251820e-02,-4.052974538002676597e-02,-4.117583735640900633e-02,-4.168400470476962133e-02,-4.207937222758748042e-02,-4.238609732356952986e-02,-4.262378068624943228e-02,-4.280638747740692779e-02,-4.294219512372498410e-02,-4.303391826658101854e-02,-4.307857518584562451e-02,-4.306685578234583506e-02,-4.298185430712446464e-02,-4.279708058588121283e-02,-4.247378174020449010e-02,-4.195786188365527303e-02,-4.117727830380842058e-02,-4.004186634192700989e-02,-3.844916836444375874e-02,-3.630125666695058206e-02,-3.353603862450905970e-02,-3.016594777858656873e-02,-2.629452150193186538e-02,-2.207559630549789029e-02,-1.766463085447094600e-02,-1.318872772928583390e-02,-8.733480502158394790e-03,-4.337441867764925060e-03,9.055884654444789288e-06,9.256399272352031885e-06,8.012631236336827277e-06,4.623046950670273148e-06,0.000000000000000000e+00
0.000000000000000000e+00,-5.714518805491434865e-03,-1.149414877427876354e-02,-1.740204394671743954e-02,-2.349626053929655678e-02,-2.982399849472464060e-02,-3.641142451173549205e-02,-4.324738092637246678e-02,-5.026165331647240025e-02,-5.028023221234485113e-02,-5.030098623445347639e-02,-5.185100533129967382e-02,-5.319195483775524674e-02,-5.427263217220636843e-02,-5.511195502382312816e-02,-5.575451315394115009e-02,-5.624644254577992192e-02,-5.662603684206758692e-02,-5.692167147876045497e-02,-5.715247445052180214e-02,-5.732955431510340649e-02,-5.745689776397870652e-02,-5.753158982679022759e-02,-5.754320212684097685e-02,-5.747219491382012796e-02,-5.728714936705850413e-02,-5.694061968181188260e-02,-5.636355528295505790e-02,-5.545881921992341229e-02,-5.409591675188209908e-02,-5.211241840904924649e-02,-4.933322427919532155e-02,-4.562388459071334279e-02,-4.098109274524443929e-02,-3.559668489352955933e-02,-2.974291970199489238e-02,-2.367158355203223541e-02,-1.757368421153226307e-02,-1.157238783930398390e-02,-5.719421123457213776e-03,1.647097273581653746e-05,1.593412672498200638e-05,1.378530031671254259e-05,7.948280864273567743e-06,0.000000000000000000e+00
0.000000000000000000e+00,-7.026019630522567852e-03,-1.413840701610246872e-02,-2.142316354049682986e-02,-2.896426406272655657e-02,-3.683875706066713773e-02,-4.510518933413160125e-02,-5.377948681642087669e-02,-6.279054017861653014e-02,-6.285086015765729839e-02,-6.292885990772155436e-02,-6.513786077156663579e-02,-6.691756187903823150e-02,-6.825817197243776169e-02,-6.924615596313661581e-02,-6.997698252502992933e-02,-7.052719165981022331e-02,-7.095128681518339531e-02,-7.128575131863523762e-02,-7.155364519923297639e-02,-7.176801411464367453e-02,-7.193389343505460221e-02,-7.204904991318915319e-02,-7.210353135812132275e-02,-7.207793456459292425e-02,-7.194005600575148485e-02,-7.163933693144272641e-02,-7.109824887872938370e-02,-7.019983306833366132e-02,-6.877183545566083189e-02,-6.657258978049235276e-02,-6.329649626573147225e-02,-5.864625465683724614e-02,-5.253881585516460839e-02,-4.536904188852283748e-02,-3.762851253834222087e-02,-2.970565590933334221e-02,-2.186245086722310438e-02,-1.426323802265308180e-02,-6.984460655362958841e-03,2.954614857254852194e-05,2.690735865044479035e-05,2.324616188038176038e-05,1.338477587170228982e-05,0.000000000000000000e+00
0.000000000000000000e+00,-8.251321295008702192e-03,-1.661063516246834293e-02,-2.518845314425754989e-02,-3.409956957132791178e-02,-4.346246004790833145e-02,-5.339217015845192787e-02,-6.397612657935548841e-02,-7.520754605459820108e-02,-7.540531545250064860e-02,-7.571241228913469512e-02,-7.885557702169611327e-02,-8.108386178511300946e-02,-8.259797186269354774e-02,-8.363916994480581624e-02,-8.438174226283132184e-02,-8.493573853708202837e-02,-8.536786091560122358e-02,-8.571810060825391098e-02,-8.601004538279637124e-02,-8.625667014265224475e-02,-8.646332150022387197e-02,-8.662889411851312782e-02,-8.674564796307222825e-02,-8.679766115066389620e-02,-8.675750374166510404e-02,-8.658011331094128682e-02,-8.619194644277568262e-02,-8.547208078560855626e-02,-8.422061999464426629e-02,-8.211117280957254405e-02,-7.863540323742274074e-02,-7.312719828345112805e-02,-6.516010779479947113e-02,-5.571321907308582344e-02,-4.569731661270202971e-02,-3.566077448556704416e-02,-2.590773964200979163e-02,-1.663398854674526597e-02,-7.984894682876024150e-03,5.350569068390048432e-05,4.519794504222835271e-05,3.890721175659377838e-05,2.234466021959726276e-05,0.000000000000000000e+00
0.000000000000000000e+00,-9.368828249697268989e-03,-1.886475773024605396e-02,-2.862104823501016027e-02,-3.878391902697073124e-02,-4.952038523937198067e-02,-6.102618511759164144e-02,-7.352683639453405640e-02,-8.723995588985898608e-02,-8.785225000581745047e-02,-8.910921435732421791e-02,-9.349006156462387473e-02,-9.596627824029602127e-02,-9.741265962975953485e-02,-9.833281049567406396e-02,-9.897709404609136841e-02,-9.946818822353063749e-02,-9.986835397071056053e-02,-1.002107887242223716e-01,-1.005138130765390742e-01,-1.007873518390921541e-01,-1.010358817380586083e-01,-1.012596130226195573e-01,-1.014545598703686657e-01,-1.016116125287938876e-01,-1.017142335411473503e-01,-1.017337092550783528e-01,-1.016193727039722550e-01,-1.012779352124822674e-01,-1.005293696769114786e-01,-9.901800691034420843e-02,-9.600859044228962635e-02,-9.006874359943621566e-02,-7.926272623646454796e-02,-6.662771779506507230e-02,-5.378783289088322206e-02,-4.133322387004595422e-02,-2.947435388573228787e-02,-1.838047400985564142e-02,-8.374824264806242369e-03,1.005021565467345540e-04,7.605832206438550532e-05,6.484007836080491480e-05,3.708665240525434897e-05,0.000000000000000000e+00
0.000000000000000000e+00,-1.035945875140747638e-02,-2.085897158373687180e-02,-3.164774962400811187e-02,-4.289560277530052312e-02,-5.481016438822553655e-02,-6.766681110719005576e-02,-8.186684070479281761e-02,-9.806132303022190022e-02,-9.965661999045039021e-02,-1.050175710919241251e-01,-1.100314162642381521e-01,-1.118808265321288159e-01,-1.127559093588169081e-01,-1.133046690918623756e-01,-1.137280012124611273e-01,-1.140939408754657602e-01,-1.144289615061395010e-01,-1.147452751814978522e-01,-1.150494604323420572e-01,-1.153454387788608870e-01,-1.156356413289242741e-01,-1.159215177676267972e-01,-1.162037700436845816e-01,-1.164823983503436022e-01,-1.167565116399633673e-01,-1.170235157718931274e-01,-1.172762933182718154e-01,-1.174932982417943167e-01,-1.176032781291732054e-01,-1.174252172184420406e-01,-1.163144599628545273e-01,-1.118785702827095468e-01,-9.519619474803137082e-02,-7.774865529844586509e-02,-6.149433606425232929e-02,-4.641090493326703592e-02,-3.227667171973860882e-02,-1.903916296494889693e-02,-7.234629836662464369e-03,2.031442223657004974e-04,1.293266651281873105e-04,1.073081247256476667e-04,6.116186970522722102e-05,0.000000000000000000e+00
0.000000000000000000e+00,-1.121028355005574198e-02,-2.256442061580971742e-02,-3.421613457469049879e-02,-4.634160685906196786e-02,-5.915917197904445313e-02,-7.296567653456689784e-02,-8.821435341711253431e-02,-1.057086722496514558e-01,-1.076977223506069281e-01,-1.103841385074417203e-01,-1.116222004853978517e-01,-1.123758907658789635e-01,-1.129266223959247695e-01,-1.133747523196389217e-01,-1.137639682600807833e-01,-1.141166200321739321e-01,-1.144455081406577091e-01,-1.147585240686053443e-01,-1.150607495816191039e-01,-1.153555236073180446e-01,-1.156450185753071236e-01,-1.159305711001146072e-01,-1.162128587172068933e-01,-1.164919833634165680e-01,-1.167674630324857799e-01,-1.170381280020829223e-01,-1.173018295556114976e-01,-1.175546994675382428e-01,-1.177555654755409742e-01,-1.179004919794711809e-01,-1.179871760633830202e-01,-1.180142975532979255e-01,-1.118970570655579422e-01,-8.767819590467522406e-02,-6.803139352566359155e-02,-5.054047861558189081e-02,-3.418302460309832758e-02,-1.826532660467852787e-02,-1.727850356845642404e-03,2.799779215250131374e-04,2.265554452064879156e-04,1.739038817062806236e-04,1.002526996879629791e-04,0.000000000000000000e+00
